timestamp,price,signal,position,entry_price,exit_price,trade_pnl,cum_pnl,drawdown
2025-04-16 17:00:00,83237.5,-1,0,,,,0.0,0.0
2025-04-21 00:00:00,86625.68,1,1,86625.68,,,0.0,0.0
2025-04-27 01:00:00,94117.6,-1,1,86625.68,94117.6,8.608613205691437,0.0,0.0
2025-05-06 22:00:00,96259.94,1,1,96259.94,,,0.0860861320569144,0.0
2025-05-12 14:00:00,102799.99,-1,1,96259.94,102799.99,6.754155491889975,0.0860861320569144,0.0
